order_id,order_line,order_date,model,quantity,price,total_price,bikeshop_name,category_1,category_2,frame_material,city,state
7,13,2011-01-12,Scalpel-Si Race,1,9060,9060,Minneapolis Bike Shop,Mountain,Cross Country Race,Carbon,Minneapolis,MN
7,14,2011-01-12,Trail 5,2,815,1630,Minneapolis Bike Shop,Mountain,Sport,Aluminum,Minneapolis,MN
8,1,2011-01-12,Synapse Disc Tiagra,1,1250,1250,Phoenix Bi-peds,Road,Endurance Road,Aluminum,Phoenix,AZ
8,2,2011-01-12,Catalyst 3,3,480,1440,Phoenix Bi-peds,Mountain,Sport,Aluminum,Phoenix,AZ
9,1,2011-01-17,Synapse Carbon Ultegra 4,1,2660,2660,New Orleans Velocipedes,Road,Endurance Road,Carbon,New Orleans,LA
9,2,2011-01-17,CAAD12 Red,2,3200,6400,New Orleans Velocipedes,Road,Elite Road,Aluminum,New Orleans,LA
9,3,2011-01-17,CAAD8 105,1,1410,1410,New Orleans Velocipedes,Road,Elite Road,Aluminum,New Orleans,LA
9,4,2011-01-17,CAAD12 Disc 105,1,1950,1950,New Orleans Velocipedes,Road,Elite Road,Aluminum,New Orleans,LA
9,5,2011-01-17,Synapse Sora,5,1030,5150,New Orleans Velocipedes,Road,Endurance Road,Aluminum,New Orleans,LA
10,1,2011-01-17,CAAD8 Tiagra,1,1250,1250,Portland Bi-peds,Road,Elite Road,Aluminum,Portland,OR
11,1,2011-01-18,CAAD12 Black Inc,1,5860,5860,San Francisco Cruisers,Road,Elite Road,Aluminum,San Francisco,CA
11,2,2011-01-18,CAAD12 Red,2,3200,6400,San Francisco Cruisers,Road,Elite Road,Aluminum,San Francisco,CA
11,3,2011-01-18,Supersix Evo Tiagra,1,1840,1840,San Francisco Cruisers,Road,Elite Road,Carbon,San Francisco,CA
11,4,2011-01-18,Slice Hi-Mod Dura Ace D12,1,4500,4500,San Francisco Cruisers,Road,Triathalon,Carbon,San Francisco,CA
11,5,2011-01-18,Synapse Hi-Mod Disc Red,1,7460,7460,San Francisco Cruisers,Road,Endurance Road,Carbon,San Francisco,CA
11,6,2011-01-18,Scalpel 29 4,1,3200,3200,San Francisco Cruisers,Mountain,Cross Country Race,Aluminum,San Francisco,CA
11,7,2011-01-18,SuperX Hi-Mod CX1,1,3500,3500,San Francisco Cruisers,Road,Cyclocross,Carbon,San Francisco,CA
12,1,2011-01-20,Synapse Carbon Disc Ultegra,2,3730,7460,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,2,2011-01-20,Jekyll Carbon 3,1,3840,3840,Louisville Race Equipment,Mountain,Over Mountain,Carbon,Louisville,KY
12,3,2011-01-20,F-Si Hi-Mod Team,1,9060,9060,Louisville Race Equipment,Mountain,Cross Country Race,Carbon,Louisville,KY
12,4,2011-01-20,CAAD12 Black Inc,1,5860,5860,Louisville Race Equipment,Road,Elite Road,Aluminum,Louisville,KY
12,5,2011-01-20,Synapse Carbon Disc Ultegra D12,1,4800,4800,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,6,2011-01-20,Slice Hi-Mod Dura Ace D12,1,4500,4500,Louisville Race Equipment,Road,Triathalon,Carbon,Louisville,KY
12,7,2011-01-20,Synapse Carbon Ultegra 3,1,3200,3200,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,8,2011-01-20,Syapse Carbon Tiagra,1,1840,1840,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,9,2011-01-20,Synapse Hi-Mod Disc Black Inc.,1,9590,9590,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,10,2011-01-20,CAAD12 Red,1,3200,3200,Louisville Race Equipment,Road,Elite Road,Aluminum,Louisville,KY
12,11,2011-01-20,Synapse Carbon Ultegra 4,1,2660,2660,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,12,2011-01-20,Scalpel 29 Carbon 2,1,5330,5330,Louisville Race Equipment,Mountain,Cross Country Race,Carbon,Louisville,KY
12,13,2011-01-20,Synapse Carbon 105,1,2240,2240,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
12,14,2011-01-20,CAAD12 Ultegra,1,2240,2240,Louisville Race Equipment,Road,Elite Road,Aluminum,Louisville,KY
12,15,2011-01-20,Slice Ultegra D12,1,3200,3200,Louisville Race Equipment,Road,Triathalon,Carbon,Louisville,KY
12,16,2011-01-20,Supersix Evo Tiagra,3,1840,5520,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
12,17,2011-01-20,Synapse Claris,1,870,870,Louisville Race Equipment,Road,Endurance Road,Aluminum,Louisville,KY
12,18,2011-01-20,Supersix Evo Ultegra 4,1,2660,2660,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
12,19,2011-01-20,Scalpel-Si Hi-Mod 1,1,7460,7460,Louisville Race Equipment,Mountain,Cross Country Race,Carbon,Louisville,KY
13,1,2011-01-20,Supersix Evo Hi-Mod Dura Ace 2,1,5330,5330,Nashville Cruisers,Road,Elite Road,Carbon,Nashville,TN
13,2,2011-01-20,CAAD8 105,1,1410,1410,Nashville Cruisers,Road,Elite Road,Aluminum,Nashville,TN
14,1,2011-01-24,Habit 5,1,2340,2340,Albuquerque Cycles,Mountain,Trail,Aluminum,Albuquerque,NM
14,2,2011-01-24,Beast of the East 1,1,2770,2770,Albuquerque Cycles,Mountain,Trail,Aluminum,Albuquerque,NM
14,3,2011-01-24,F-Si Carbon 2,1,4800,4800,Albuquerque Cycles,Mountain,Cross Country Race,Carbon,Albuquerque,NM
15,1,2011-01-25,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,Oklahoma City Race Equipment,Road,Elite Road,Carbon,Oklahoma City,OK
15,2,2011-01-25,Synapse Disc Tiagra,1,1250,1250,Oklahoma City Race Equipment,Road,Endurance Road,Aluminum,Oklahoma City,OK
15,3,2011-01-25,Scalpel 29 4,3,3200,9600,Oklahoma City Race Equipment,Mountain,Cross Country Race,Aluminum,Oklahoma City,OK
15,4,2011-01-25,Supersix Evo Hi-Mod Utegra,1,4260,4260,Oklahoma City Race Equipment,Road,Elite Road,Carbon,Oklahoma City,OK
15,5,2011-01-25,CAAD8 Tiagra,1,1250,1250,Oklahoma City Race Equipment,Road,Elite Road,Aluminum,Oklahoma City,OK
15,6,2011-01-25,Habit Carbon SE,2,4480,8960,Oklahoma City Race Equipment,Mountain,Trail,Carbon,Oklahoma City,OK
15,7,2011-01-25,Trail 2,1,1350,1350,Oklahoma City Race Equipment,Mountain,Sport,Aluminum,Oklahoma City,OK
15,8,2011-01-25,CAAD12 Disc 105,1,1950,1950,Oklahoma City Race Equipment,Road,Elite Road,Aluminum,Oklahoma City,OK
15,9,2011-01-25,Supersix Evo Black Inc.,1,12790,12790,Oklahoma City Race Equipment,Road,Elite Road,Carbon,Oklahoma City,OK
15,10,2011-01-25,Habit 6,1,1950,1950,Oklahoma City Race Equipment,Mountain,Trail,Aluminum,Oklahoma City,OK
15,11,2011-01-25,SuperX Ultegra,1,2450,2450,Oklahoma City Race Equipment,Road,Cyclocross,Carbon,Oklahoma City,OK
15,12,2011-01-25,Synapse Hi-Mod Disc Black Inc.,2,9590,19180,Oklahoma City Race Equipment,Road,Endurance Road,Carbon,Oklahoma City,OK
16,1,2011-01-25,F-Si 3,4,1840,7360,Minneapolis Bike Shop,Mountain,Cross Country Race,Aluminum,Minneapolis,MN
16,2,2011-01-25,Trail 3,1,1080,1080,Minneapolis Bike Shop,Mountain,Sport,Aluminum,Minneapolis,MN
16,3,2011-01-25,Catalyst 2,1,585,585,Minneapolis Bike Shop,Mountain,Sport,Aluminum,Minneapolis,MN
16,4,2011-01-25,Catalyst 1,1,705,705,Minneapolis Bike Shop,Mountain,Sport,Aluminum,Minneapolis,MN
16,5,2011-01-25,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,Minneapolis Bike Shop,Road,Elite Road,Carbon,Minneapolis,MN
16,6,2011-01-25,F-Si 2,1,2060,2060,Minneapolis Bike Shop,Mountain,Cross Country Race,Aluminum,Minneapolis,MN
16,7,2011-01-25,Scalpel 29 4,1,3200,3200,Minneapolis Bike Shop,Mountain,Cross Country Race,Aluminum,Minneapolis,MN
16,8,2011-01-25,Jekyll Carbon 3,2,3840,7680,Minneapolis Bike Shop,Mountain,Over Mountain,Carbon,Minneapolis,MN
17,1,2011-01-26,Slice Hi-Mod Black Inc.,1,7000,7000,Cincinnati Speed,Road,Triathalon,Carbon,Cincinnati,OH
18,1,2011-01-28,CAAD8 Claris,1,815,815,Denver Bike Shop,Road,Elite Road,Aluminum,Denver,CO
18,2,2011-01-28,Scalpel 29 Carbon 3,1,4260,4260,Denver Bike Shop,Mountain,Cross Country Race,Carbon,Denver,CO
19,1,2011-01-28,F-Si Black Inc.,2,11190,22380,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
19,2,2011-01-28,Scalpel-Si 5,1,3200,3200,Ithaca Mountain Climbers,Mountain,Cross Country Race,Aluminum,Ithaca,NY
20,1,2011-01-28,Supersix Evo 105,1,2240,2240,Kansas City 29ers,Road,Elite Road,Carbon,Kansas City,KS
20,2,2011-01-28,CAAD Disc Ultegra,1,2660,2660,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
20,3,2011-01-28,Jekyll Carbon 4,1,3200,3200,Kansas City 29ers,Mountain,Over Mountain,Carbon,Kansas City,KS
20,4,2011-01-28,Habit Carbon 3,1,3730,3730,Kansas City 29ers,Mountain,Trail,Carbon,Kansas City,KS
20,5,2011-01-28,CAAD12 Disc 105,1,1950,1950,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
20,6,2011-01-28,Synapse Carbon Disc Ultegra,1,3730,3730,Kansas City 29ers,Road,Endurance Road,Carbon,Kansas City,KS
20,7,2011-01-28,Bad Habit 1,1,3200,3200,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
20,8,2011-01-28,Beast of the East 3,1,1620,1620,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
20,9,2011-01-28,Beast of the East 2,1,2130,2130,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
21,1,2011-02-01,Trigger Carbon 1,1,8200,8200,Las Vegas Cycles,Mountain,Over Mountain,Carbon,Las Vegas,NV
21,2,2011-02-01,Supersix Evo Hi-Mod Dura Ace 1,4,7990,31960,Las Vegas Cycles,Road,Elite Road,Carbon,Las Vegas,NV
21,3,2011-02-01,Scalpel-Si 5,1,3200,3200,Las Vegas Cycles,Mountain,Cross Country Race,Aluminum,Las Vegas,NV
21,4,2011-02-01,Synapse Carbon Disc Ultegra D12,1,4800,4800,Las Vegas Cycles,Road,Endurance Road,Carbon,Las Vegas,NV
21,5,2011-02-01,Scalpel 29 4,1,3200,3200,Las Vegas Cycles,Mountain,Cross Country Race,Aluminum,Las Vegas,NV
22,1,2011-02-01,Synapse Disc Adventure,2,2130,4260,Seattle Race Equipment,Road,Endurance Road,Aluminum,Seattle,WA
22,2,2011-02-01,Synapse Sora,1,1030,1030,Seattle Race Equipment,Road,Endurance Road,Aluminum,Seattle,WA
22,3,2011-02-01,Fat CAAD1,1,3730,3730,Seattle Race Equipment,Mountain,Fat Bike,Aluminum,Seattle,WA
22,4,2011-02-01,Synapse Claris,1,870,870,Seattle Race Equipment,Road,Endurance Road,Aluminum,Seattle,WA
22,5,2011-02-01,Habit 5,3,2340,7020,Seattle Race Equipment,Mountain,Trail,Aluminum,Seattle,WA
22,6,2011-02-01,Synapse Hi-Mod Dura Ace,1,5860,5860,Seattle Race Equipment,Road,Endurance Road,Carbon,Seattle,WA
22,7,2011-02-01,SuperX Hi-Mod CX1,2,3500,7000,Seattle Race Equipment,Road,Cyclocross,Carbon,Seattle,WA
22,8,2011-02-01,Bad Habit 1,1,3200,3200,Seattle Race Equipment,Mountain,Trail,Aluminum,Seattle,WA
22,9,2011-02-01,Synapse Carbon Ultegra 3,1,3200,3200,Seattle Race Equipment,Road,Endurance Road,Carbon,Seattle,WA
22,10,2011-02-01,Supersix Evo Tiagra,2,1840,3680,Seattle Race Equipment,Road,Elite Road,Carbon,Seattle,WA
23,1,2011-02-04,Jekyll Carbon 2,1,6070,6070,Denver Bike Shop,Mountain,Over Mountain,Carbon,Denver,CO
23,2,2011-02-04,F-Si 1,1,2340,2340,Denver Bike Shop,Mountain,Cross Country Race,Aluminum,Denver,CO
23,3,2011-02-04,Trail 4,1,980,980,Denver Bike Shop,Mountain,Sport,Aluminum,Denver,CO
23,4,2011-02-04,Synapse Carbon Disc 105,1,2660,2660,Denver Bike Shop,Road,Endurance Road,Carbon,Denver,CO
23,5,2011-02-04,Slice 105,1,1950,1950,Denver Bike Shop,Road,Triathalon,Carbon,Denver,CO
24,1,2011-02-07,Slice Ultegra D12,1,3200,3200,Ann Arbor Speed,Road,Triathalon,Carbon,Ann Arbor,MI
24,2,2011-02-07,Synapse Carbon Ultegra 4,7,2660,18620,Ann Arbor Speed,Road,Endurance Road,Carbon,Ann Arbor,MI
24,3,2011-02-07,Supersix Evo Hi-Mod Team,3,10660,31980,Ann Arbor Speed,Road,Elite Road,Carbon,Ann Arbor,MI
24,4,2011-02-07,Synapse Claris,1,870,870,Ann Arbor Speed,Road,Endurance Road,Aluminum,Ann Arbor,MI
24,5,2011-02-07,Supersix Evo Red,1,3940,3940,Ann Arbor Speed,Road,Elite Road,Carbon,Ann Arbor,MI
24,6,2011-02-07,F-Si 3,1,1840,1840,Ann Arbor Speed,Mountain,Cross Country Race,Aluminum,Ann Arbor,MI
24,7,2011-02-07,Slice 105,2,1950,3900,Ann Arbor Speed,Road,Triathalon,Carbon,Ann Arbor,MI
24,8,2011-02-07,Catalyst 4,1,415,415,Ann Arbor Speed,Mountain,Sport,Aluminum,Ann Arbor,MI
24,9,2011-02-07,Trail 4,1,980,980,Ann Arbor Speed,Mountain,Sport,Aluminum,Ann Arbor,MI
24,10,2011-02-07,CAAD8 105,1,1410,1410,Ann Arbor Speed,Road,Elite Road,Aluminum,Ann Arbor,MI
24,11,2011-02-07,CAAD12 Disc Dura Ace,1,4260,4260,Ann Arbor Speed,Road,Elite Road,Aluminum,Ann Arbor,MI
25,1,2011-02-07,CAAD12 Disc 105,1,1950,1950,Albuquerque Cycles,Road,Elite Road,Aluminum,Albuquerque,NM
25,2,2011-02-07,CAAD12 Red,1,3200,3200,Albuquerque Cycles,Road,Elite Road,Aluminum,Albuquerque,NM
25,3,2011-02-07,F-Si 1,1,2340,2340,Albuquerque Cycles,Mountain,Cross Country Race,Aluminum,Albuquerque,NM
26,1,2011-02-09,CAAD12 Red,1,3200,3200,Columbus Race Equipment,Road,Elite Road,Aluminum,Columbus,OH
27,1,2011-02-10,Supersix Evo Ultegra 4,1,2660,2660,Kansas City 29ers,Road,Elite Road,Carbon,Kansas City,KS
27,2,2011-02-10,Bad Habit 1,1,3200,3200,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
27,3,2011-02-10,CAAD8 Sora,1,1030,1030,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
27,4,2011-02-10,Trail 4,2,980,1960,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
27,5,2011-02-10,F-Si 1,1,2340,2340,Kansas City 29ers,Mountain,Cross Country Race,Aluminum,Kansas City,KS
27,6,2011-02-10,F-Si Carbon 4,1,2880,2880,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
27,7,2011-02-10,Beast of the East 3,3,1620,4860,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
27,8,2011-02-10,Trail 1,1,1520,1520,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
27,9,2011-02-10,Bad Habit 2,1,2660,2660,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
27,10,2011-02-10,Scalpel-Si 5,1,3200,3200,Kansas City 29ers,Mountain,Cross Country Race,Aluminum,Kansas City,KS
27,11,2011-02-10,F-Si Carbon 2,1,4800,4800,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
27,12,2011-02-10,Slice Ultegra D12,2,3200,6400,Kansas City 29ers,Road,Triathalon,Carbon,Kansas City,KS
28,1,2011-02-10,Jekyll Carbon 1,1,7990,7990,Ithaca Mountain Climbers,Mountain,Over Mountain,Carbon,Ithaca,NY
28,2,2011-02-10,Bad Habit 1,1,3200,3200,Ithaca Mountain Climbers,Mountain,Trail,Aluminum,Ithaca,NY
28,3,2011-02-10,Scalpel-Si 5,1,3200,3200,Ithaca Mountain Climbers,Mountain,Cross Country Race,Aluminum,Ithaca,NY
28,4,2011-02-10,Catalyst 4,1,415,415,Ithaca Mountain Climbers,Mountain,Sport,Aluminum,Ithaca,NY
28,5,2011-02-10,F-Si Black Inc.,2,11190,22380,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
28,6,2011-02-10,Supersix Evo Hi-Mod Utegra,1,4260,4260,Ithaca Mountain Climbers,Road,Elite Road,Carbon,Ithaca,NY
28,7,2011-02-10,Scalpel-Si Carbon 2,1,6390,6390,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
28,8,2011-02-10,Trail 1,1,1520,1520,Ithaca Mountain Climbers,Mountain,Sport,Aluminum,Ithaca,NY
28,9,2011-02-10,Supersix Evo Ultegra 3,1,3200,3200,Ithaca Mountain Climbers,Road,Elite Road,Carbon,Ithaca,NY
28,10,2011-02-10,F-Si 2,1,2060,2060,Ithaca Mountain Climbers,Mountain,Cross Country Race,Aluminum,Ithaca,NY
28,11,2011-02-10,Supersix Evo Red,1,3940,3940,Ithaca Mountain Climbers,Road,Elite Road,Carbon,Ithaca,NY
28,12,2011-02-10,Synapse Hi-Mod Disc Ultegra,1,5330,5330,Ithaca Mountain Climbers,Road,Endurance Road,Carbon,Ithaca,NY
28,13,2011-02-10,Fat CAAD2,1,2130,2130,Ithaca Mountain Climbers,Mountain,Fat Bike,Aluminum,Ithaca,NY
28,14,2011-02-10,Slice Hi-Mod Black Inc.,1,7000,7000,Ithaca Mountain Climbers,Road,Triathalon,Carbon,Ithaca,NY
28,15,2011-02-10,Scalpel 29 Carbon Race,1,6390,6390,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
28,16,2011-02-10,Scalpel-Si Carbon 4,1,4260,4260,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
28,17,2011-02-10,Trigger Carbon 2,1,5970,5970,Ithaca Mountain Climbers,Mountain,Over Mountain,Carbon,Ithaca,NY
28,18,2011-02-10,CAAD12 Disc Dura Ace,2,4260,8520,Ithaca Mountain Climbers,Road,Elite Road,Aluminum,Ithaca,NY
28,19,2011-02-10,CAAD12 Ultegra,1,2240,2240,Ithaca Mountain Climbers,Road,Elite Road,Aluminum,Ithaca,NY
29,1,2011-02-11,Bad Habit 1,1,3200,3200,Ithaca Mountain Climbers,Mountain,Trail,Aluminum,Ithaca,NY
29,2,2011-02-11,F-Si Carbon 2,1,4800,4800,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
29,3,2011-02-11,F-Si Black Inc.,1,11190,11190,Ithaca Mountain Climbers,Mountain,Cross Country Race,Carbon,Ithaca,NY
29,4,2011-02-11,Trigger Carbon 4,1,3200,3200,Ithaca Mountain Climbers,Mountain,Over Mountain,Carbon,Ithaca,NY
29,5,2011-02-11,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,Ithaca Mountain Climbers,Road,Elite Road,Carbon,Ithaca,NY
30,1,2011-02-14,Supersix Evo 105,3,2240,6720,Ann Arbor Speed,Road,Elite Road,Carbon,Ann Arbor,MI
30,2,2011-02-14,Supersix Evo Ultegra 3,1,3200,3200,Ann Arbor Speed,Road,Elite Road,Carbon,Ann Arbor,MI
31,1,2011-02-15,Scalpel 29 4,1,3200,3200,Ithaca Mountain Climbers,Mountain,Cross Country Race,Aluminum,Ithaca,NY
31,2,2011-02-15,F-Si 1,1,2340,2340,Ithaca Mountain Climbers,Mountain,Cross Country Race,Aluminum,Ithaca,NY
31,3,2011-02-15,Habit Carbon 1,1,7460,7460,Ithaca Mountain Climbers,Mountain,Trail,Carbon,Ithaca,NY
31,4,2011-02-15,Jekyll Carbon 4,1,3200,3200,Ithaca Mountain Climbers,Mountain,Over Mountain,Carbon,Ithaca,NY
32,1,2011-02-15,CAAD8 Tiagra,2,1250,2500,Phoenix Bi-peds,Road,Elite Road,Aluminum,Phoenix,AZ
32,2,2011-02-15,SuperX 105,1,1960,1960,Phoenix Bi-peds,Road,Cyclocross,Carbon,Phoenix,AZ
32,3,2011-02-15,Trigger Carbon 3,1,3730,3730,Phoenix Bi-peds,Mountain,Over Mountain,Carbon,Phoenix,AZ
32,4,2011-02-15,Synapse Disc 105,1,1570,1570,Phoenix Bi-peds,Road,Endurance Road,Aluminum,Phoenix,AZ
32,5,2011-02-15,F-Si 1,1,2340,2340,Phoenix Bi-peds,Mountain,Cross Country Race,Aluminum,Phoenix,AZ
32,6,2011-02-15,F-Si Carbon 2,1,4800,4800,Phoenix Bi-peds,Mountain,Cross Country Race,Carbon,Phoenix,AZ
32,7,2011-02-15,Synapse Carbon Ultegra 3,1,3200,3200,Phoenix Bi-peds,Road,Endurance Road,Carbon,Phoenix,AZ
32,8,2011-02-15,CAAD12 Disc Dura Ace,2,4260,8520,Phoenix Bi-peds,Road,Elite Road,Aluminum,Phoenix,AZ
32,9,2011-02-15,Fat CAAD2,6,2130,12780,Phoenix Bi-peds,Mountain,Fat Bike,Aluminum,Phoenix,AZ
32,10,2011-02-15,Supersix Evo Ultegra 3,1,3200,3200,Phoenix Bi-peds,Road,Elite Road,Carbon,Phoenix,AZ
32,11,2011-02-15,Beast of the East 1,1,2770,2770,Phoenix Bi-peds,Mountain,Trail,Aluminum,Phoenix,AZ
32,12,2011-02-15,Bad Habit 2,3,2660,7980,Phoenix Bi-peds,Mountain,Trail,Aluminum,Phoenix,AZ
32,13,2011-02-15,SuperX Ultegra,1,2450,2450,Phoenix Bi-peds,Road,Cyclocross,Carbon,Phoenix,AZ
32,14,2011-02-15,Scalpel-Si Race,1,9060,9060,Phoenix Bi-peds,Mountain,Cross Country Race,Carbon,Phoenix,AZ
32,15,2011-02-15,Trail 3,1,1080,1080,Phoenix Bi-peds,Mountain,Sport,Aluminum,Phoenix,AZ
32,16,2011-02-15,Scalpel-Si Carbon 4,1,4260,4260,Phoenix Bi-peds,Mountain,Cross Country Race,Carbon,Phoenix,AZ
32,17,2011-02-15,Synapse Carbon Disc Ultegra D12,1,4800,4800,Phoenix Bi-peds,Road,Endurance Road,Carbon,Phoenix,AZ
32,18,2011-02-15,CAAD12 Ultegra,1,2240,2240,Phoenix Bi-peds,Road,Elite Road,Aluminum,Phoenix,AZ
32,19,2011-02-15,SuperX Rival CX1,1,1750,1750,Phoenix Bi-peds,Road,Cyclocross,Carbon,Phoenix,AZ
32,20,2011-02-15,Habit Carbon 1,3,7460,22380,Phoenix Bi-peds,Mountain,Trail,Carbon,Phoenix,AZ
32,21,2011-02-15,F-Si 3,2,1840,3680,Phoenix Bi-peds,Mountain,Cross Country Race,Aluminum,Phoenix,AZ
32,22,2011-02-15,Habit Carbon 3,1,3730,3730,Phoenix Bi-peds,Mountain,Trail,Carbon,Phoenix,AZ
32,23,2011-02-15,CAAD12 Disc 105,1,1950,1950,Phoenix Bi-peds,Road,Elite Road,Aluminum,Phoenix,AZ
33,1,2011-02-15,Catalyst 4,2,415,830,Denver Bike Shop,Mountain,Sport,Aluminum,Denver,CO
